,Unnamed: 0,MID,exp_date,handoff_date,number_of_habs,SID,x,y,z,BLW_g,wt_g,TWF,WS_ml,WE_ml,TotalWater,TotalWaterPercent,Ã¯Â»Â¿Index,Date ,Compression ,Health ,OPT_SCORE_MAX,OPT_SCORE_AVG,OPT_SCORE_SUM,Notes ,Photos,Compression 0 = no compression 1 = some compression 2= significant compression,Health 0 = healthy 1 = minor damage 2 = significant damage,Ã¯Â»Â¿ReqComments,ID,Title,HP Surgeon,Date of HP Surgery,PI,LabTracks Requestor,Procedure,Surgery Status,Project ID,IACUC Protocol,DateRangeStart,DateRangeEnd,Light Cycle,LIMs Required,Lims Project Code,LIMStaskflow,LabTracks Group,Pedigree Name,Cage,Sex,Date of Birth,HP Work Station,HP Weight before,HP Weight after,HP Iso Duration,HP Recovery,HP Iso Level,Headpost Type,HP Location,Bregma to Lambda,HP Perferations,HP M/L,HP A/P,HP Diameter,HP Durotomy,Previously Injected,1st Round Inj Surgeon,Date 1st Round Injections,1st Round Inj Workstation,1st Round Inj Weight Before,1st Round Inj Weight After,1st Round Inj Iso Duration,1st Round Inj Iso Level,1st Inj Recovery,2nd Round Inj Surgeon,Date 2nd Round Injections,2nd Round Workstation,2nd Round Inj Weight Before,2nd Round Inj Weight After,2nd Round Inj Iso Duration,2nd Round Inj Iso Level,2nd Inj REcovery,Inj1Round,Inj1VirusStrain,Inj1StorageLocation,Inj 1 Hemisphere,Inj 1 A/P,Inj 1 M/L,Inj 1 D/V,Inj1Type,Inj1Vol,Inj1LenghtofTime,Inj1Current,Inj1AlternatingTime,Inj2Round,Inj2VirusStrain,Inj2StorageLocation,Inj 2 Hemisphere,Inj 2 A/P,Inj 2 M/L,Inj 2 D/V,Inj2Type,Inj2Vol,Inj2LenghtofTime,Inj2Current,Inj2AlternatingTime,Durotomy,Edema (Swelling),Sinus Bleed,Window Clarity,Contusion,Hematoma,Laceration,During 1st Injection,After 1st Injection,1stRoundIontoIssue,During 2nd Injection,After 2nd Injection,2nd Round Ionto Issue,Touch Up Surgeon,Touch Up Status,Touch Up  Completed,Touch Up Weight After,Issue,Exudate Severity,Eye Affected,Eye Issue,Scabbing,CAM  Health Check Surgeon,CAM Go-NoGo Comments,CAM Go-NoGO ISI,CAM Health Check (7d post op),CAM Health Comments,Wellness Comments,inj1volperdepth,Inj1Volperpress,Inj1VirusStrain_rt,Inj2VirusStrain_rt,1stRoundInjComments,1stRoundInjectionComments,2ndRoundInjComments,2ndRoungInjectionComments,HP Surgeon Comments,HPSurgeonComments,Item Type,Path,Date of WR,exp_date_dt,exp_date_plt,Date of HP Surgery_dt,Date of HP Surgery_plt,Date of Birth_dt,Date of Birth_plt,Date of WR_dt,Date of WR_plt,age_at_exp,age_at_surgery,age_at_wr,days_since_wr,days_since_surgery,days_of_recover_between_surgery_and_WR,siezure,Edema (Swelling)_num,Hematoma_num,Sinus Bleed_num,Laceration_num,surgery_damage_average,surgery_damage_sum,surgery_damage_max
13,13,512913,20200708,20200630.0,5,-999999.0,,,,30.4,24.65,0.85,1.19,0.6,1.81,0.0595394736842105,,,,,,,,,,,,,2193.0,512913HP+C Neuropixel style,Emily Gelfand,2/25/2020,Josh Siegle,Severine Durand,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805.0,2/24/2020,2/28/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,Sst-IRES-Cre;Ai32-512913,02-004-148-1805,Male,1/4/2020,SWS 2,25.6,28.1,1.5,15.0,1.25,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.434,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,Moderate,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,3/3/2020,,,,,,,,,,,,"Ã¢â‚¬â€¹Full sinus (and some cerebellum) in window, so sinus bled during pop. Managed to hail mary without too much bleed.",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present,5/31/2020 9:08,2020-07-08 00:00:00,18451.0,2020-02-25 00:00:00,18317.0,2020-01-04 00:00:00,18265.0,2020-05-31 09:08:00,18413.380555555555,186.0,52.0,149.0,37.0,134.0,96.0,0,1.0,0.0,2.0,0.0,0.75,3.0,2.0
14,14,513271,20200729,20200713.0,8,-999999.0,,,,28.37,23.3,0.85,0.81,0.61,1.21,0.0426506873457878,,,,,,,,,,,,,2194.0,513271HP+C Neuropixel style,Jackie Swapp,2/26/2020,Josh Siegle,Severine Durand,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805.0,2/24/2020,2/28/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,Vip-IRES-Cre;Ai32-513271,02-004-149-1805,Male,1/7/2020,SWS 1,24.4,27.4,1.75,8.0,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.243,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,Mild,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,3/4/2020,,,,,,,,,,,,,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present,5/31/2020 9:10,2020-07-29 00:00:00,18472.0,2020-02-26 00:00:00,18318.0,2020-01-07 00:00:00,18268.0,2020-05-31 09:10:00,18413.381944444445,204.0,50.0,146.0,58.0,154.0,95.0,0,0.0,0.0,1.0,0.0,0.25,1.0,1.0
15,15,513573,20200722,20200707.0,11,-999999.0,,,,28.83,23.6,0.85,0.91,0.74,1.69,0.0586194935830731,,,,,,,,,,,,,2162.0,513573HP+C Neuropixel style,Conor Grasso,2/20/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805.0,2/17/2020,2/21/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57Bl6J (NP),C57Bl6J (NP)-513573,02-004-147-1805,Female,12/19/2019,Select...,20.0,23.0,1.5,15.0,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.49,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Moderate,Mild,Central,None,Mild,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,2/27/2020,,,,,,,,,,,,"Hematoma/damage on edge of window at 7oClock, small bleed caused some dura to seal to the cortex. Small bleed from drilling at 12oClock may have produced some damage but i couldn't see any clear damage so it could just be from a vessel. A lot of sinus is in the window. Also window has lots of glare from the kwikcast so the post surgery photo was a bit reflective and difficult to seeÃ¢â‚¬â€¹",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present,5/31/2020 9:14,2020-07-22 00:00:00,18465.0,2020-02-20 00:00:00,18312.0,2019-12-19 00:00:00,18249.0,2020-05-31 09:14:00,18413.38472222222,216.0,63.0,165.0,51.0,153.0,101.0,0,2.0,1.0,1.0,0.0,1.0,4.0,2.0
16,16,521466,20200909,20200831.0,6,-999999.0,,,,24.17,20.85,0.85,0.395,0.605,1.0,0.0413736036408771,,9-Sep,1.0,1.0,1.0,1.0,2.0,,,,,,2297.0,521466HP+C Neuropixel style,Chelsea Nayan,5/6/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805.0,5/4/2020,5/8/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,Vip-IRES-Cre;Ai32-521466,02-004-156-1805,Female,2/29/2020,SWS 4,19.1,22.0,1.5,5.0,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.574,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Severe,None,Central,None,Moderate,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,5/13/2020,,,,,,,,,,,,"Ã¢â‚¬â€¹Moderate hematoma around 7-8 o'clock due to drilling. Dira from 3-6 oclock.
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present,5/31/2020 9:48,2020-09-09 00:00:00,18514.0,2020-05-06 00:00:00,18388.0,2020-02-29 00:00:00,18321.0,2020-05-31 09:48:00,18413.408333333333,193.0,67.0,93.0,100.0,126.0,25.0,0,3.0,2.0,0.0,0.0,1.25,5.0,3.0
17,17,522944,20200805,20200727.0,6,-999999.0,,,,28.0,22.7,0.85,1.1,0.66,1.83,0.0653571428571428,,,,,,,,,,,,,2298.0,522944HP+C Neuropixel style,Chelsea Nayan,5/6/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805.0,5/4/2020,5/8/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL6J,C57BL6J-522944,02-004-157-1805,Male,3/11/2020,SWS 4,22.9,25.9,1.5,5.0,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.561,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Severe,None,Anterior,Mild,None,Mild,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,5/13/2020,,,,,,,,,,,,"Ã¢â‚¬â€¹Coverslip placement is anterior. There is a tiny laceration in the middle of the window due to my dura probe. There is possible bruising around 7-8 o'clock from drilling. Around 2-7 o'clock there is dura/skull that wouldn't really tear off.Ã‚Â 
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present,5/31/2020 10:02,2020-08-05 00:00:00,18479.0,2020-05-06 00:00:00,18388.0,2020-03-11 00:00:00,18332.0,2020-05-31 10:02:00,18413.418055555558,147.0,56.0,82.0,65.0,91.0,25.0,1,3.0,0.0,0.0,1.0,1.0,4.0,3.0
18,18,524760,20200916,20200908.0,8,,,,,,,,,,,,,16-Sep,2.0,1.0,2.0,1.5,3.0,,,,,,2315.0,524760HP+C Neuropixel style,Robert Howard,5/13/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805.0,5/11/2020,5/15/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL6J (NP),C57BL6J (NP)-524760,02-004-164-1805,Female,3/21/2020,SWS 7,18.7,21.6,2.0,5.0,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.121,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Moderate,Mild,Central,None,Mild,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,5/20/2020,,,,,,,,,,,,,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present,6/10/2020 11:08,2020-09-16 00:00:00,18521.0,2020-05-13 00:00:00,18395.0,2020-03-21 00:00:00,18342.0,2020-06-10 11:08:00,18423.463888888888,179.0,53.0,82.0,97.0,126.0,28.0,0,2.0,1.0,1.0,0.0,1.0,4.0,2.0
19,19,524761,20200819,20200803.0,12,-999999.0,,,,22.13,20.2,0.85,0.57,0.43,1.0,0.0451875282422051,,19-Aug,1.0,1.0,1.0,1.0,2.0,,,,,,2316.0,524761HP+C Neuropixel style,Robert Howard,5/13/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805.0,5/11/2020,5/15/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL6J (NP),C57BL6J (NP)-524761,02-004-163-1805,Female,3/21/2020,SWS 7,19.0,21.7,2.0,5.0,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.296,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,None,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,5/20/2020,,,,,,,,,,,,,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present,6/10/2020 9:48,2020-08-19 00:00:00,18493.0,2020-05-13 00:00:00,18395.0,2020-03-21 00:00:00,18342.0,2020-06-10 09:48:00,18423.408333333333,151.0,53.0,82.0,69.0,98.0,28.0,0,1.0,0.0,0.0,0.0,0.25,1.0,1.0
20,20,524921,20200729,20200713.0,12,-999999.0,,,,26.4,21.65,0.85,0.79,0.655,1.39,0.0526515151515151,,,,,,,,,,,,,2317.0,524921HP+C Neuropixel style,Emily Gelfand,5/12/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805.0,5/11/2020,5/15/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,Sst-IRES-Cre;Ai32-524921,02-004-160-1805,Male,3/21/2020,Select...,23.2,25.6,1.5,15.0,1.25,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.137,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,Severe,Central,None,Moderate,Mild,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,5/19/2020,,,,,,,,,,,,Ã¢â‚¬â€¹Blood under coverslip from sinus bleed (due to drill damage). Did my best to complete durotomy. Hail Mary'd.,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present,6/10/2020 9:47,2020-07-29 00:00:00,18472.0,2020-05-12 00:00:00,18394.0,2020-03-21 00:00:00,18342.0,2020-06-10 09:47:00,18423.40763888889,130.0,52.0,82.0,48.0,78.0,29.0,1,1.0,2.0,3.0,1.0,1.75,7.0,3.0
21,21,524925,20200902,20200824.0,7,-999999.0,,,,21.83,18.9,0.85,0.16,0.86,1.0,0.0458085203847915,,2-Sep,1.0,0.0,1.0,0.5,1.0,,,,,,2319.0,524925HP+C Neuropixel style,Josh Wilkes,5/13/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805.0,5/11/2020,5/15/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,Sst-IRES-Cre;Ai32-524925,02-004-161-1805,Female,3/21/2020,SWS 3,17.5,19.4,2.5,20.0,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,Severe,Central,None,Mild,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,5/20/2020,,,,,,,,,,,,"Ã¢â‚¬â€¹Extensive sinus bleed after pop. wire drilled off
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present,6/10/2020 9:49,2020-09-02 00:00:00,18507.0,2020-05-13 00:00:00,18395.0,2020-03-21 00:00:00,18342.0,2020-06-10 09:49:00,18423.40902777778,165.0,53.0,82.0,83.0,112.0,28.0,0,0.0,1.0,3.0,0.0,1.0,4.0,3.0
22,22,524926,20200923,20200914.0,9,,,,,,,,,,,,,23-Sep,1.0,2.0,2.0,1.5,3.0,very dark spot under left hippo,,Seiz,,,2320.0,524926HP+C Neuropixel style,Josh Wilkes,5/13/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805.0,5/11/2020,5/15/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,Sst-IRES-Cre;Ai32-524926,02-004-162-1805,Female,3/21/2020,SWS 3,19.0,20.2,2.5,20.0,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.26,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Moderate,Moderate,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,5/20/2020,,,,,,,,,,,,"Ã¢â‚¬â€¹extensive sinus bleed after pop
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present,6/10/2020 9:57,2020-09-23 00:00:00,18528.0,2020-05-13 00:00:00,18395.0,2020-03-21 00:00:00,18342.0,2020-06-10 09:57:00,18423.41458333333,186.0,53.0,82.0,104.0,133.0,28.0,1,2.0,0.0,2.0,0.0,1.0,4.0,2.0
23,23,527294,20200826,20200817.0,7,,,,,,,,,,,,,26-Aug,1.0,1.0,1.0,1.0,2.0,black spot under left hippo,,Seiz,,,2342.0,527294HP+C Neuropixel style,Kat North,5/20/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805.0,5/18/2020,5/22/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,Sst-IRES-Cre;Ai32-527294,02-004-165-1805,Male,4/3/2020,SWS 1,22.9,25.7,2.0,10.0,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.424,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,5/27/2020,,,,,,,,,,,,"Ã¢â‚¬â€¹Surgery went well
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present,6/10/2020 11:29,2020-08-26 00:00:00,18500.0,2020-05-20 00:00:00,18402.0,2020-04-03 00:00:00,18355.0,2020-06-10 11:29:00,18423.47847222222,145.0,47.0,69.0,76.0,98.0,21.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,527749,20200930,20200921.0,7,-999999.0,,,,28.17,22.575,0.85,1.365,0.47,1.835,0.0651402200922967,,30-Sep,1.0,0.0,1.0,0.5,1.0,,,,,,2385.0,527749HP+C Neuropixel style,Kat North,6/4/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805.0,6/1/2020,6/5/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,Sst-IRES-Cre;Ai32-527749,02-004-169-1805,Male,4/4/2020,SWS 1,26.0,28.8,2.0,10.0,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.477,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Anterior,None,None,Mild,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,6/11/2020,,,,,,,,,,,,"Ã¢â‚¬â€¹
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present,10/1/2020 20:01,2020-09-30 00:00:00,18535.0,2020-06-04 00:00:00,18417.0,2020-04-04 00:00:00,18356.0,2020-10-01 20:01:00,18536.83402777778,179.0,61.0,181.0,2.0,118.0,119.0,0,0.0,0.0,0.0,1.0,0.25,1.0,1.0
25,25,530862,20200923,20200914.0,10,-999999.0,,,,27.73,23.2,0.85,0.5,0.53,1.0,0.0360620266858997,,23-Sep,1.0,1.0,1.0,1.0,2.0,,,,,"Ã¢â‚¬â€¹
",2425.0,530862HP+C Neuropixel style,Josh Wilkes,6/16/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805.0,6/15/2020,6/19/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,Vip-IRES-Cre;Ai32-530862,02-004-172-1805,Male,4/28/2020,SWS 3,23.1,25.4,1.5,15.0,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.196,,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,None,Central,None,Moderate,Severe,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,6/23/2020,,,,,,,,,,,,"Ã¢â‚¬â€¹hematome at 12 position that occured during pop. Possible laceration that was not visualized occured during drilling at the 12 position. Mouse moved and fell after surgery while being transferred although recovered well.
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present,7/10/2020 14:56,2020-09-23 00:00:00,18528.0,2020-06-16 00:00:00,18429.0,2020-04-28 00:00:00,18380.0,2020-07-10 14:56:00,18453.62222222222,148.0,49.0,74.0,74.0,99.0,24.0,0,1.0,2.0,0.0,3.0,1.5,6.0,3.0
26,26,531237,20201014,20200928.0,12,-999999.0,,,,24.37,19.8,0.85,0.94,0.06,1.0,0.0410340582683627,,14-Oct,0.0,2.0,2.0,1.0,2.0,dark area ,,Seiz,,"Ã¢â‚¬â€¹
",2444.0,531237HP+C Neuropixel style,Conor Grasso,6/22/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805.0,6/22/2020,6/26/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL6J(NP),C57BL6J(NP)-531237,02-004-175-1805,Female,5/2/2020,SWS 5,18.8,21.7,1.45,10.0,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.349,,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Moderate,None,Posterior,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,6/29/2020,,,,,,,,,,,,"MAJOR sinus in window (no bleed though), i placed the headframe well and thought i had the window centered well, but the entire sinus just about is in view. Kwik cast was very viscous today, i did the best i could but it looks sloppy, sorry.Ã¢â‚¬â€¹",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present,10/1/2020 10:47,2020-10-14 00:00:00,18549.0,2020-06-22 00:00:00,18435.0,2020-05-02 00:00:00,18384.0,2020-10-01 10:47:00,18536.449305555558,165.0,51.0,153.0,12.0,114.0,101.0,1,2.0,0.0,0.0,0.0,0.5,2.0,2.0
27,27,532246,20200930,20200921.0,7,-999999.0,,,,27.13,23.1,0.85,0.3,0.7,1.0,0.0368595650571323,,30-Sep,2.0,0.0,2.0,1.0,2.0,,,,,,2487.0,532246HP+C Neuropixel style,Jackie Swapp,7/6/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805.0,7/6/2020,7/10/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,Vip-IRES-Cre;Ai32-532246,02-004-177-1805,Male,5/9/2020,SWS 1,24.1,26.6,2.0,10.0,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.515,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,Mild,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,7/13/2020,,,,,,,,,,,,"Ã¢â‚¬â€¹Coverslip is slightly slantedÃ‚Â 
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present,10/1/2020 19:09,2020-09-30 00:00:00,18535.0,2020-07-06 00:00:00,18449.0,2020-05-09 00:00:00,18391.0,2020-10-01 19:09:00,18536.797916666663,144.0,58.0,146.0,2.0,86.0,87.0,0,1.0,0.0,1.0,0.0,0.5,2.0,1.0
